Provider,TotalClaims,UniquePatients,TotalReimbursed,AvgReimbursed,StdReimbursed,MaxReimbursed,MinReimbursed,TotalDeductible,AvgDeductible,StdDeductible,InpatientClaims,OutpatientClaims,ClaimsPerPatient,AvgReimbursedPerPatient,AvgDeductiblePerPatient,InpatientRatio,OutpatientRatio,ReimbursedPerClaim,DeductiblePerClaim,AvgPatientAge,DeceasedRate,Alzheimer_Rate,Heartfailure_Rate,KidneyDisease_Rate,Cancer_Rate,ObstrPulmonary_Rate,Depression_Rate,Diabetes_Rate,IschemicHeart_Rate,Osteoporasis_Rate,rheumatoidarthritis_Rate,stroke_Rate,AvgIPAnnualReimb,AvgIPAnnualDeduct,AvgOPAnnualReimb,AvgOPAnnualDeduct,PotentialFraud,Fraud
PRV51001,25,24,104640,4185.6,10796.09114448373,42000,10,5340.0,213.6,436.0091742154057,5,20,1.0416666666666667,4360.0,222.5,0.2,0.8,4185.6,213.6,78.28,0.0,0.6,0.76,0.68,0.2,0.4,0.36,0.84,0.92,0.24,0.32,0.24,17606.0,897.12,2615.2,463.92,No,0
PRV51003,132,117,605670,4588.409090909091,7309.79472874617,57000,0,66286.0,502.1666666666667,534.5824391278848,62,70,1.1282051282051282,5176.666666666667,566.5470085470085,0.4696969696969697,0.5303030303030303,4588.409090909091,502.1666666666667,69.5530303030303,0.007575757575757576,0.42424242424242425,0.6060606060606061,0.48484848484848486,0.07575757575757576,0.3106060606060606,0.4090909090909091,0.7575757575757576,0.8484848484848485,0.25,0.2878787878787879,0.09090909090909091,7568.181818181818,931.4242424242424,2678.181818181818,737.1212121212121,Yes,1
PRV51004,149,138,52170,350.13422818791946,689.9637540197714,3300,0,310.0,2.0805369127516777,11.166744050203258,0,149,1.0797101449275361,378.04347826086956,2.246376811594203,0.0,1.0,350.13422818791946,2.0805369127516777,71.81208053691275,0.006711409395973154,0.42953020134228187,0.5906040268456376,0.33557046979865773,0.10738255033557047,0.2751677852348993,0.4228187919463087,0.7046979865771812,0.7248322147651006,0.3288590604026846,0.3087248322147651,0.11409395973154363,4351.879194630873,434.9530201342282,2194.8993288590605,622.751677852349,No,0
PRV51005,1165,495,280910,241.1244635193133,491.556391867259,4080,0,3700.0,3.1759656652360513,17.026584404796676,0,1165,2.3535353535353534,567.4949494949495,7.474747474747475,0.0,1.0,241.1244635193133,3.1759656652360513,70.00085836909871,0.0034334763948497852,0.36566523605150214,0.5836909871244635,0.4351931330472103,0.14163090128755365,0.2532188841201717,0.41630901287553645,0.6858369098712447,0.7682403433476395,0.2952789699570815,0.28412017167381975,0.10643776824034334,3623.991416309013,379.16223175965666,2109.733905579399,636.3287553648069,Yes,1
PRV51007,72,58,33710,468.19444444444446,1433.7691157058027,10000,0,3264.0,45.333333333333336,214.8207244703635,3,69,1.2413793103448276,581.2068965517242,56.275862068965516,0.041666666666666664,0.9583333333333334,468.19444444444446,45.333333333333336,68.79166666666667,0.013888888888888888,0.3611111111111111,0.5555555555555556,0.3055555555555556,0.16666666666666666,0.2222222222222222,0.4027777777777778,0.6805555555555556,0.7083333333333334,0.2916666666666667,0.3055555555555556,0.16666666666666666,3050.0,445.0,1729.7222222222222,469.72222222222223,No,0
PRV51008,43,36,35630,828.6046511627907,3224.7654631552355,21000,0,2316.0,53.86046511627907,227.45523697719065,2,41,1.1944444444444444,989.7222222222222,64.33333333333333,0.046511627906976744,0.9534883720930233,828.6046511627907,53.86046511627907,75.04651162790698,0.0,0.3953488372093023,0.5813953488372093,0.32558139534883723,0.20930232558139536,0.20930232558139536,0.27906976744186046,0.6976744186046512,0.7674418604651163,0.2558139534883721,0.13953488372093023,0.046511627906976744,6592.093023255814,620.9302325581396,2570.4651162790697,616.046511627907,No,0
PRV51011,58,53,16630,286.7241379310345,701.0478070917784,5000,0,1368.0,23.586206896551722,140.92165728028857,1,57,1.0943396226415094,313.77358490566036,25.81132075471698,0.017241379310344827,0.9827586206896551,286.7241379310345,23.586206896551722,73.86206896551724,0.017241379310344827,0.43103448275862066,0.6379310344827587,0.43103448275862066,0.06896551724137931,0.3620689655172414,0.5344827586206896,0.7068965517241379,0.7586206896551724,0.3448275862068966,0.27586206896551724,0.034482758620689655,4414.827586206897,674.2758620689655,1399.3103448275863,366.7241379310345,No,0
PRV51012,48,31,16890,351.875,707.8936578689371,3300,0,100.0,2.0833333333333335,14.433756729740638,0,48,1.5483870967741935,544.8387096774194,3.225806451612903,0.0,1.0,351.875,2.0833333333333335,74.02083333333333,0.0,0.375,0.5416666666666666,0.4583333333333333,0.125,0.4375,0.3958333333333333,0.7291666666666666,0.7916666666666666,0.3541666666666667,0.3541666666666667,0.0625,6935.416666666667,839.9166666666666,3793.9583333333335,735.2083333333334,No,0
PRV51013,46,44,14880,323.4782608695652,471.622341339171,1800,0,230.0,5.0,19.748417658131498,0,46,1.0454545454545454,338.1818181818182,5.2272727272727275,0.0,1.0,323.4782608695652,5.0,74.0,0.0,0.3695652173913043,0.5652173913043478,0.41304347826086957,0.08695652173913043,0.34782608695652173,0.391304347826087,0.8043478260869565,0.782608695652174,0.2608695652173913,0.34782608695652173,0.043478260869565216,3635.6521739130435,593.304347826087,3226.521739130435,914.7826086956521,No,0
PRV51014,30,25,10480,349.3333333333333,822.984196996362,3300,0,120.0,4.0,14.52702594334507,0,30,1.2,419.2,4.8,0.0,1.0,349.3333333333333,4.0,70.63333333333334,0.03333333333333333,0.5333333333333333,0.5666666666666667,0.5333333333333333,0.06666666666666667,0.3,0.3333333333333333,0.6333333333333333,0.6666666666666666,0.2,0.4,0.1,2786.3333333333335,427.2,1742.3333333333333,649.3333333333334,No,0
PRV51015,8,7,700,87.5,74.01737247816507,200,10,0.0,0.0,0.0,0,8,1.1428571428571428,100.0,0.0,0.0,1.0,87.5,0.0,71.625,0.0,0.5,0.875,0.5,0.375,0.5,0.875,1.0,0.875,0.375,0.375,0.125,1186.25,267.0,1445.0,263.75,No,0
PRV51016,6,6,170,28.333333333333332,37.638632635454044,90,0,0.0,0.0,0.0,0,6,1.0,28.333333333333332,0.0,0.0,1.0,28.333333333333332,0.0,70.5,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.3333333333333333,0.8333333333333334,0.8333333333333334,0.3333333333333333,0.5,0.16666666666666666,0.0,0.0,878.3333333333334,295.0,No,0
PRV51017,515,420,142720,277.126213592233,570.1818038894332,3300,0,1050.0,2.0388349514563107,12.043955109147062,0,515,1.2261904761904763,339.8095238095238,2.5,0.0,1.0,277.126213592233,2.0388349514563107,72.14368932038835,0.009708737864077669,0.41941747572815535,0.570873786407767,0.4174757281553398,0.11262135922330097,0.3087378640776699,0.4077669902912621,0.6815533980582524,0.7495145631067961,0.3572815533980582,0.24854368932038834,0.0912621359223301,3322.7184466019417,385.4601941747573,2370.990291262136,689.3009708737864,No,0
PRV51021,257,208,348830,1357.3151750972763,4462.486890505436,57000,0,31492.0,122.53696498054475,338.03754586926465,29,228,1.2355769230769231,1677.0673076923076,151.40384615384616,0.11284046692607004,0.8871595330739299,1357.3151750972763,122.53696498054475,72.58365758754864,0.0038910505836575876,0.3657587548638132,0.5642023346303502,0.47470817120622566,0.23346303501945526,0.40077821011673154,0.45136186770428016,0.754863813229572,0.7626459143968871,0.2723735408560311,0.33073929961089493,0.10505836575875487,4886.964980544747,582.7859922178989,2695.0972762645915,770.0466926070039,Yes,1
PRV51023,36,35,65610,1822.5,3084.6980634832225,13000,0,8624.0,239.55555555555554,449.29992810685536,9,27,1.0285714285714285,1874.5714285714287,246.4,0.25,0.75,1822.5,239.55555555555554,72.75,0.0,0.4444444444444444,0.5833333333333334,0.4444444444444444,0.1388888888888889,0.2777777777777778,0.4444444444444444,0.5833333333333334,0.8333333333333334,0.25,0.2222222222222222,0.1388888888888889,5320.277777777777,843.4444444444445,2475.5555555555557,769.4444444444445,No,0
PRV51024,39,38,64050,1642.3076923076924,3334.4891990563538,13000,10,9702.0,248.76923076923077,454.7224984617404,9,30,1.0263157894736843,1685.5263157894738,255.31578947368422,0.23076923076923078,0.7692307692307693,1642.3076923076924,248.76923076923077,68.02564102564102,0.0,0.38461538461538464,0.5384615384615384,0.5897435897435898,0.1282051282051282,0.358974358974359,0.41025641025641024,0.7692307692307693,0.7435897435897436,0.28205128205128205,0.358974358974359,0.15384615384615385,4566.666666666667,629.8461538461538,1973.076923076923,668.7179487179487,No,0
PRV51025,87,76,118350,1360.344827586207,3052.031899721988,17000,0,14284.0,164.183908045977,381.59562575913134,13,74,1.144736842105263,1557.2368421052631,187.94736842105263,0.14942528735632185,0.8505747126436781,1360.344827586207,164.183908045977,73.51724137931035,0.0,0.3218390804597701,0.5402298850574713,0.45977011494252873,0.14942528735632185,0.3218390804597701,0.47126436781609193,0.735632183908046,0.7126436781609196,0.3563218390804598,0.2988505747126437,0.06896551724137931,4823.563218390805,552.4137931034483,2288.9655172413795,621.3793103448276,No,0
PRV51026,76,56,19840,261.05263157894734,668.7831316600191,3300,0,340.0,4.473684210526316,17.84337313717002,0,76,1.3571428571428572,354.2857142857143,6.071428571428571,0.0,1.0,261.05263157894734,4.473684210526316,69.5657894736842,0.013157894736842105,0.39473684210526316,0.4342105263157895,0.39473684210526316,0.14473684210526316,0.19736842105263158,0.5131578947368421,0.7368421052631579,0.6578947368421053,0.2236842105263158,0.3026315789473684,0.07894736842105263,3971.0526315789475,461.05263157894734,1811.578947368421,680.3947368421053,No,0
PRV51027,53,44,29840,563.0188679245283,1044.0446219937528,3300,0,0.0,0.0,0.0,0,53,1.2045454545454546,678.1818181818181,0.0,0.0,1.0,563.0188679245283,0.0,73.0,0.018867924528301886,0.4339622641509434,0.6792452830188679,0.5094339622641509,0.16981132075471697,0.3018867924528302,0.5660377358490566,0.7735849056603774,0.8113207547169812,0.18867924528301888,0.24528301886792453,0.1509433962264151,6231.132075471698,705.2830188679245,3564.5283018867926,947.1698113207547,No,0
PRV51029,93,79,30660,329.6774193548387,618.3119580109661,3300,0,160.0,1.7204301075268817,11.76062479059555,0,93,1.1772151898734178,388.1012658227848,2.0253164556962027,0.0,1.0,329.6774193548387,1.7204301075268817,70.91397849462365,0.010752688172043012,0.34408602150537637,0.4838709677419355,0.3548387096774194,0.0967741935483871,0.3118279569892473,0.3225806451612903,0.6666666666666666,0.7096774193548387,0.1827956989247312,0.3010752688172043,0.13978494623655913,3849.032258064516,409.03225806451616,1660.967741935484,493.1182795698925,No,0
PRV51030,171,145,739760,4326.081871345029,6972.1108605702175,57000,0,86748.0,507.29824561403507,533.716358848768,82,89,1.1793103448275861,5101.793103448276,598.2620689655172,0.47953216374269003,0.52046783625731,4326.081871345029,507.29824561403507,71.85380116959064,0.011695906432748537,0.4269005847953216,0.6491228070175439,0.47368421052631576,0.17543859649122806,0.38011695906432746,0.4444444444444444,0.7309941520467836,0.8070175438596491,0.2807017543859649,0.34502923976608185,0.07602339181286549,7453.333333333333,1009.4035087719299,2499.1812865497077,665.672514619883,No,0
PRV51031,185,157,359720,1944.4324324324325,6540.990221125198,68000,0,30244.0,163.48108108108107,383.22962653088143,28,157,1.178343949044586,2291.2101910828023,192.63694267515925,0.15135135135135136,0.8486486486486486,1944.4324324324325,163.48108108108107,72.63783783783784,0.005405405405405406,0.4864864864864865,0.6918918918918919,0.4810810810810811,0.10270270270270271,0.3837837837837838,0.43783783783783786,0.7027027027027027,0.8162162162162162,0.4594594594594595,0.2918918918918919,0.10270270270270271,6142.648648648648,709.9027027027028,1868.0,613.2432432432432,No,0
PRV51032,23,21,5420,235.65217391304347,596.2063865273236,2900,10,50.0,2.1739130434782608,8.5048230910629,0,23,1.0952380952380953,258.0952380952381,2.380952380952381,0.0,1.0,235.65217391304347,2.1739130434782608,69.43478260869566,0.043478260869565216,0.391304347826087,0.6521739130434783,0.43478260869565216,0.21739130434782608,0.34782608695652173,0.4782608695652174,0.6956521739130435,0.6956521739130435,0.17391304347826086,0.21739130434782608,0.13043478260869565,8186.086956521739,1099.6521739130435,1402.608695652174,423.9130434782609,No,0
PRV51035,30,25,32560,1085.3333333333333,5274.670594933628,29000,0,1428.0,47.6,195.31152834241058,1,29,1.2,1302.4,57.12,0.03333333333333333,0.9666666666666667,1085.3333333333333,47.6,73.76666666666667,0.0,0.26666666666666666,0.6,0.6,0.13333333333333333,0.36666666666666664,0.6,0.7333333333333333,0.8,0.3333333333333333,0.23333333333333334,0.26666666666666666,3605.3333333333335,356.0,1332.0,439.3333333333333,No,0
PRV51036,278,131,74880,269.3525179856115,579.1512632739048,4400,0,1410.0,5.071942446043166,20.299967202324442,0,278,2.122137404580153,571.6030534351145,10.763358778625955,0.0,1.0,269.3525179856115,5.071942446043166,72.65827338129496,0.0,0.35611510791366907,0.5719424460431655,0.3920863309352518,0.11151079136690648,0.34172661870503596,0.4748201438848921,0.7230215827338129,0.7230215827338129,0.34172661870503596,0.2949640287769784,0.0683453237410072,5654.3165467625895,585.0935251798561,2070.5755395683454,512.0863309352518,No,0
PRV51037,454,206,342230,753.8105726872246,2427.046146481494,23000,0,25524.0,56.220264317180614,234.33333163877433,23,431,2.203883495145631,1661.3106796116506,123.90291262135922,0.05066079295154185,0.9493392070484582,753.8105726872246,56.220264317180614,71.89867841409692,0.022026431718061675,0.42951541850220265,0.5969162995594713,0.3986784140969163,0.2290748898678414,0.34140969162995594,0.45154185022026433,0.6850220264317181,0.7995594713656388,0.3700440528634361,0.2907488986784141,0.06387665198237885,3989.911894273128,644.7136563876652,2154.0308370044054,573.7444933920705,Yes,1
PRV51038,141,107,265490,1882.9078014184397,3612.4397254501177,17000,0,31192.0,221.21985815602838,432.53576387555313,30,111,1.3177570093457944,2481.214953271028,291.5140186915888,0.2127659574468085,0.7872340425531915,1882.9078014184397,221.21985815602838,71.56028368794327,0.0070921985815602835,0.49645390070921985,0.624113475177305,0.46099290780141844,0.19148936170212766,0.3049645390070922,0.44680851063829785,0.7730496453900709,0.7943262411347518,0.3262411347517731,0.3262411347517731,0.09929078014184398,4961.276595744681,628.6808510638298,2191.1347517730496,622.9787234042553,No,0
PRV51040,86,69,74470,865.9302325581396,3171.5249172846784,21000,0,8784.0,102.13953488372093,311.5312905742213,9,77,1.2463768115942029,1079.2753623188405,127.30434782608695,0.10465116279069768,0.8953488372093024,865.9302325581396,102.13953488372093,71.17441860465117,0.011627906976744186,0.4069767441860465,0.627906976744186,0.38372093023255816,0.08139534883720931,0.29069767441860467,0.47674418604651164,0.7325581395348837,0.7674418604651163,0.2441860465116279,0.23255813953488372,0.12790697674418605,7919.53488372093,574.7441860465116,2433.0232558139537,601.8604651162791,No,0
PRV51041,34,31,7410,217.94117647058823,562.4232171797465,3200,0,270.0,7.9411764705882355,24.09317918877581,0,34,1.096774193548387,239.03225806451613,8.709677419354838,0.0,1.0,217.94117647058823,7.9411764705882355,70.41176470588235,0.0,0.47058823529411764,0.5,0.20588235294117646,0.29411764705882354,0.29411764705882354,0.4411764705882353,0.6470588235294118,0.7058823529411765,0.20588235294117646,0.2647058823529412,0.058823529411764705,1373.5294117647059,251.2941176470588,2287.6470588235293,613.8235294117648,No,0
PRV51042,142,128,48050,338.38028169014086,625.7915694564421,3300,0,310.0,2.183098591549296,12.440849962018063,0,142,1.109375,375.390625,2.421875,0.0,1.0,338.38028169014086,2.183098591549296,72.59859154929578,0.0,0.352112676056338,0.5211267605633803,0.4084507042253521,0.14084507042253522,0.2887323943661972,0.39436619718309857,0.6126760563380281,0.7605633802816901,0.2323943661971831,0.2676056338028169,0.09154929577464789,4791.478873239436,488.8732394366197,2390.4225352112676,683.943661971831,No,0
PRV51043,23,20,4480,194.7826086956522,297.6402582315741,1100,0,0.0,0.0,0.0,0,23,1.15,224.0,0.0,0.0,1.0,194.7826086956522,0.0,74.17391304347827,0.0,0.34782608695652173,0.6956521739130435,0.30434782608695654,0.13043478260869565,0.34782608695652173,0.391304347826087,0.782608695652174,0.6521739130434783,0.391304347826087,0.21739130434782608,0.0,3136.9565217391305,371.4782608695652,1605.2173913043478,550.4347826086956,No,0
PRV51044,59,39,21330,361.52542372881356,633.149798583193,3300,10,130.0,2.2033898305084745,13.527468429238073,0,59,1.5128205128205128,546.9230769230769,3.3333333333333335,0.0,1.0,361.52542372881356,2.2033898305084745,69.15254237288136,0.0,0.3728813559322034,0.576271186440678,0.5084745762711864,0.11864406779661017,0.3220338983050847,0.3728813559322034,0.5932203389830508,0.847457627118644,0.3728813559322034,0.3559322033898305,0.06779661016949153,3621.6949152542375,367.1186440677966,2770.508474576271,968.1355932203389,No,0
PRV51045,31,29,8390,270.64516129032256,602.7212483609703,3300,0,40.0,1.2903225806451613,7.184212081070997,0,31,1.0689655172413792,289.3103448275862,1.3793103448275863,0.0,1.0,270.64516129032256,1.2903225806451613,71.3225806451613,0.0,0.5161290322580645,0.5483870967741935,0.4838709677419355,0.0967741935483871,0.4838709677419355,0.41935483870967744,0.7419354838709677,0.7419354838709677,0.1935483870967742,0.1935483870967742,0.06451612903225806,3838.3870967741937,516.7741935483871,1972.9032258064517,548.0645161290323,No,0
PRV51046,38,26,109370,2878.157894736842,7053.672555125875,38000,0,8644.0,227.47368421052633,440.1691773558978,8,30,1.4615384615384615,4206.538461538462,332.46153846153845,0.21052631578947367,0.7894736842105263,2878.157894736842,227.47368421052633,72.07894736842105,0.0,0.3684210526315789,0.5526315789473685,0.3157894736842105,0.34210526315789475,0.39473684210526316,0.47368421052631576,0.8157894736842105,0.9210526315789473,0.39473684210526316,0.4473684210526316,0.07894736842105263,5885.789473684211,562.1052631578947,2156.5789473684213,673.1578947368421,No,0
PRV51047,11,11,2530,230.0,371.80640123591206,1300,10,0.0,0.0,0.0,0,11,1.0,230.0,0.0,0.0,1.0,230.0,0.0,70.54545454545455,0.0,0.2727272727272727,0.5454545454545454,0.36363636363636365,0.0,0.36363636363636365,0.36363636363636365,0.6363636363636364,0.6363636363636364,0.2727272727272727,0.36363636363636365,0.09090909090909091,4106.363636363636,661.0909090909091,1662.7272727272727,692.7272727272727,No,0
PRV51048,38,33,27700,728.9473684210526,1574.7102512949575,7000,10,4352.0,114.52631578947368,331.68193302344315,4,34,1.1515151515151516,839.3939393939394,131.87878787878788,0.10526315789473684,0.8947368421052632,728.9473684210526,114.52631578947368,70.28947368421052,0.0,0.5789473684210527,0.5789473684210527,0.3684210526315789,0.13157894736842105,0.34210526315789475,0.5263157894736842,0.8421052631578947,0.8157894736842105,0.21052631578947367,0.5,0.02631578947368421,4223.684210526316,449.6842105263158,2144.4736842105262,560.7894736842105,No,0
PRV51049,71,65,21720,305.9154929577465,644.0465321804644,3300,0,190.0,2.676056338028169,13.93430981210185,0,71,1.0923076923076922,334.15384615384613,2.923076923076923,0.0,1.0,305.9154929577465,2.676056338028169,70.64788732394366,0.0,0.4647887323943662,0.6338028169014085,0.4225352112676056,0.18309859154929578,0.4788732394366197,0.4647887323943662,0.6901408450704225,0.6197183098591549,0.30985915492957744,0.29577464788732394,0.09859154929577464,2363.6619718309857,530.9859154929577,3230.9859154929577,1044.0845070422536,No,0
PRV51052,46,37,30800,669.5652173913044,1588.238656180332,9000,0,2346.0,51.0,219.92433042096798,2,44,1.2432432432432432,832.4324324324324,63.4054054054054,0.043478260869565216,0.9565217391304348,669.5652173913044,51.0,71.56521739130434,0.0,0.32608695652173914,0.6304347826086957,0.391304347826087,0.13043478260869565,0.2608695652173913,0.41304347826086957,0.5869565217391305,0.6956521739130435,0.32608695652173914,0.2826086956521739,0.10869565217391304,2940.4347826086955,417.9130434782609,2126.7391304347825,499.3478260869565,Yes,1
PRV51053,1,1,8000,8000.0,0.0,8000,8000,1068.0,1068.0,0.0,1,0,1.0,8000.0,1068.0,1.0,0.0,8000.0,1068.0,68.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8000.0,1068.0,90.0,0.0,No,0
PRV51054,57,40,15130,265.43859649122805,417.09056131834507,1900,0,140.0,2.456140350877193,14.177535267657216,0,57,1.425,378.25,3.5,0.0,1.0,265.43859649122805,2.456140350877193,70.33333333333333,0.0,0.3684210526315789,0.49122807017543857,0.43859649122807015,0.03508771929824561,0.3508771929824561,0.42105263157894735,0.5087719298245614,0.5087719298245614,0.10526315789473684,0.12280701754385964,0.10526315789473684,2494.7368421052633,206.10526315789474,2455.964912280702,875.7894736842105,No,0
PRV51055,22,22,21640,983.6363636363636,3395.7838641391845,16000,0,2206.0,100.27272727272727,313.577389524148,2,20,1.0,983.6363636363636,100.27272727272727,0.09090909090909091,0.9090909090909091,983.6363636363636,100.27272727272727,68.72727272727273,0.0,0.45454545454545453,0.6818181818181818,0.36363636363636365,0.18181818181818182,0.36363636363636365,0.5909090909090909,0.5,0.7727272727272727,0.3181818181818182,0.3181818181818182,0.13636363636363635,5162.272727272727,436.90909090909093,1344.090909090909,502.27272727272725,No,0
PRV51056,22,21,14700,668.1818181818181,1288.2385033674632,5000,0,2146.0,97.54545454545455,314.11367782604214,2,20,1.0476190476190477,700.0,102.19047619047619,0.09090909090909091,0.9090909090909091,668.1818181818181,97.54545454545455,76.68181818181819,0.0,0.45454545454545453,0.5909090909090909,0.6818181818181818,0.22727272727272727,0.2727272727272727,0.5454545454545454,0.9090909090909091,0.8181818181818182,0.5454545454545454,0.2727272727272727,0.22727272727272727,6709.545454545455,1019.4545454545455,3560.4545454545455,961.3636363636364,No,0
PRV51057,5,4,6830,1366.0,1273.8838251583227,3300,30,0.0,0.0,0.0,0,5,1.25,1707.5,0.0,0.0,1.0,1366.0,0.0,78.0,0.0,0.0,0.8,0.2,0.4,0.2,0.0,0.2,1.0,0.0,0.4,0.0,12000.0,427.2,3138.0,874.0,No,0
PRV51058,83,75,107030,1289.5180722891566,6524.930595577891,57000,0,5540.0,66.74698795180723,255.5086196519144,5,78,1.1066666666666667,1427.0666666666666,73.86666666666666,0.060240963855421686,0.9397590361445783,1289.5180722891566,66.74698795180723,73.43373493975903,0.0,0.37349397590361444,0.5301204819277109,0.40963855421686746,0.10843373493975904,0.27710843373493976,0.4819277108433735,0.7469879518072289,0.7951807228915663,0.37349397590361444,0.3132530120481928,0.10843373493975904,5430.240963855422,628.0481927710844,2156.144578313253,663.9759036144578,No,0
PRV51059,96,82,421060,4386.041666666667,10846.377176314554,57000,10,26940.0,280.625,469.8416586580275,25,71,1.170731707317073,5134.878048780488,328.5365853658537,0.2604166666666667,0.7395833333333334,4386.041666666667,280.625,74.11458333333333,0.0,0.3229166666666667,0.6458333333333334,0.3958333333333333,0.15625,0.3020833333333333,0.3854166666666667,0.6458333333333334,0.6875,0.2916666666666667,0.2708333333333333,0.10416666666666667,11978.854166666666,871.7916666666666,2192.0833333333335,394.7916666666667,Yes,1
